DB       6.50  15000.0 -10.0000  1.2213 -0.4729 -0.2386  0.2013  0.0003 0.300961E-03  0.1190 u' 
DB       6.50  16000.0 -10.0000  0.6554  0.7933 -1.4369  0.6126  0.0003 0.349951E-03  0.2624 u' 
DB       6.50  17000.0 -10.0000  0.2535  1.5202 -1.9780  0.7578  0.0001 0.398692E-03  0.3868 u' 
DB       6.50  18000.0 -10.0000  0.1029  1.5879 -1.8312  0.6528  0.0000 0.445322E-03  0.4956 u' 
DB       6.50  19000.0 -10.0000  0.1020  1.2806 -1.3160  0.4227  0.0000 0.484005E-03  0.5914 u' 
DB       6.50  20000.0 -10.0000  0.1982  0.8099 -0.7288  0.1959  0.0000 0.501481E-03  0.6764 u' 
DB       6.50  21000.0 -10.0000  0.3226  0.3338 -0.2081  0.0136  0.0000 0.513200E-03  0.7522 u' 
DB       6.50  22000.0 -10.0000  0.3977  0.0946 -0.0134 -0.0309  0.0000 0.536353E-03  0.8202 u' 
DB       6.50  23000.0 -10.0000  0.4159  0.0390  0.0122 -0.0277  0.0000 0.578699E-03  0.8814 u' 
DB       6.50  24000.0 -10.0000  0.4275 -0.0074  0.0547 -0.0414  0.0000 0.626697E-03  0.9369 u' 
DB       6.50  25000.0 -10.0000  0.4318 -0.0301  0.0746 -0.0484  0.0000 0.676800E-03  0.9873 u' 
DB       6.50  26000.0 -10.0000  0.4340 -0.0443  0.0843 -0.0515  0.0000 0.728561E-03  1.0334 u' 
DB       6.50  27000.0 -10.0000  0.4363 -0.0575  0.0922 -0.0537  0.0000 0.781997E-03  1.0755 u' 
DB       6.50  28000.0 -10.0000  0.4392 -0.0718  0.1011 -0.0560  0.0000 0.837236E-03  1.1143 u' 
DB       6.50  29000.0 -10.0000  0.4436 -0.0905  0.1148 -0.0600  0.0000 0.894501E-03  1.1501 u' 
DB       6.50  30000.0 -10.0000  0.4483 -0.1081  0.1268 -0.0634  0.0000 0.954334E-03  1.1831 u' 
DB       6.50  31000.0 -10.0000  0.4547 -0.1320  0.1470 -0.0699  0.0000 0.101630E-02  1.2138 u' 
DB       6.50  32000.0 -10.0000  0.4636 -0.1619  0.1738 -0.0788  0.0000 0.108125E-02  1.2423 u' 
DB       6.50  33000.0 -10.0000  0.4755 -0.1995  0.2090 -0.0909  0.0000 0.114963E-02  1.2688 u' 
DB       6.50  34000.0 -10.0000  0.4918 -0.2485  0.2571 -0.1078  0.0000 0.122199E-02  1.2936 u' 
DB       6.50  35000.0 -10.0000  0.5124 -0.3076  0.3158 -0.1286  0.0000 0.129906E-02  1.3168 u' 
DB       6.50  36000.0 -10.0000  0.5398 -0.3828  0.3915 -0.1555  0.0000 0.138198E-02  1.3386 u' 
DB       6.50  37000.0 -10.0000  0.5737 -0.4724  0.4816 -0.1875  0.0000 0.147181E-02  1.3591 u' 
DB       6.50  38000.0 -10.0000  0.6159 -0.5786  0.5871 -0.2244  0.0001 0.157037E-02  1.3783 u' 
DB       6.50  39000.0 -10.0000  0.6643 -0.6948  0.6999 -0.2626  0.0001 0.167927E-02  1.3965 u' 
DB       6.50  40000.0 -10.0000  0.7179 -0.8180  0.8156 -0.2998  0.0001 0.180174E-02  1.4136 u' 
DB       7.00  10000.0 -10.0000  1.9981 -2.4500  1.9386 -0.6236  0.0000 0.879040E-04 -1.0997 u' 
DB       7.00  11000.0 -10.0000  2.0445 -2.5334  1.9903 -0.6354  0.0000 0.123439E-03 -0.7571 u' 
DB       7.00  12000.0 -10.0000  1.9811 -2.3485  1.7614 -0.5430  0.0000 0.163488E-03 -0.4768 u' 
DB       7.00  13000.0 -10.0000  1.8789 -2.0847  1.4528 -0.4219  0.0001 0.207064E-03 -0.2439 u' 
DB       7.00  14000.0 -10.0000  1.7379 -1.7519  1.0825 -0.2800  0.0001 0.253285E-03 -0.0479 u' 
DB       7.00  15000.0 -10.0000  1.4907 -1.1928  0.5078 -0.0695  0.0002 0.301532E-03  0.1190 u' 
DB       7.00  16000.0 -10.0000  1.1001 -0.3320 -0.3215  0.2208  0.0003 0.351040E-03  0.2624 u' 
DB       7.00  17000.0 -10.0000  0.6989  0.4981 -1.0625  0.4649  0.0003 0.400781E-03  0.3868 u' 
DB       7.00  18000.0 -10.0000  0.3954  1.0556 -1.4881  0.5840  0.0001 0.450180E-03  0.4956 u' 
DB       7.00  19000.0 -10.0000  0.2431  1.2205 -1.5087  0.5575  0.0001 0.496610E-03  0.5914 u' 
DB       7.00  20000.0 -10.0000  0.1843  1.1422 -1.2849  0.4462  0.0000 0.533643E-03  0.6764 u' 
DB       7.00  21000.0 -10.0000  0.2060  0.9030 -0.9509  0.3114  0.0000 0.551066E-03  0.7522 u' 
DB       7.00  22000.0 -10.0000  0.2627  0.5881 -0.5612  0.1626  0.0000 0.564573E-03  0.8202 u' 
DB       7.00  23000.0 -10.0000  0.3354  0.2967 -0.2545  0.0606  0.0000 0.586577E-03  0.8814 u' 
DB       7.00  24000.0 -10.0000  0.3753  0.1535 -0.1245  0.0251  0.0000 0.625466E-03  0.9369 u' 
DB       7.00  25000.0 -10.0000  0.3967  0.0707 -0.0405 -0.0032  0.0000 0.673121E-03  0.9873 u' 
DB       7.00  26000.0 -10.0000  0.4059  0.0245  0.0109 -0.0231  0.0000 0.723621E-03  1.0334 u' 
DB       7.00  27000.0 -10.0000  0.4086  0.0043  0.0304 -0.0306  0.0000 0.776061E-03  1.0755 u' 
DB       7.00  28000.0 -10.0000  0.4105 -0.0089  0.0396 -0.0335  0.0000 0.830295E-03  1.1143 u' 
DB       7.00  29000.0 -10.0000  0.4139 -0.0243  0.0497 -0.0363  0.0000 0.886411E-03  1.1501 u' 
DB       7.00  30000.0 -10.0000  0.4191 -0.0441  0.0644 -0.0406  0.0000 0.944585E-03  1.1831 u' 
DB       7.00  31000.0 -10.0000  0.4264 -0.0685  0.0839 -0.0466  0.0000 0.100508E-02  1.2138 u' 
DB       7.00  32000.0 -10.0000  0.4340 -0.0931  0.1039 -0.0530  0.0000 0.106827E-02  1.2423 u' 
DB       7.00  33000.0 -10.0000  0.4458 -0.1292  0.1370 -0.0643  0.0000 0.113393E-02  1.2688 u' 
DB       7.00  34000.0 -10.0000  0.4606 -0.1726  0.1777 -0.0784  0.0000 0.120272E-02  1.2936 u' 
DB       7.00  35000.0 -10.0000  0.4793 -0.2255  0.2289 -0.0963  0.0000 0.127522E-02  1.3168 u' 
DB       7.00  36000.0 -10.0000  0.5034 -0.2917  0.2944 -0.1195  0.0000 0.135206E-02  1.3386 u' 
DB       7.00  37000.0 -10.0000  0.5329 -0.3702  0.3725 -0.1473  0.0000 0.143427E-02  1.3591 u' 
DB       7.00  38000.0 -10.0000  0.5691 -0.4631  0.4650 -0.1799  0.0000 0.152322E-02  1.3783 u' 
DB       7.00  39000.0 -10.0000  0.6121 -0.5700  0.5711 -0.2171  0.0001 0.162074E-02  1.3965 u' 
DB       7.00  40000.0 -10.0000  0.6609 -0.6859  0.6839 -0.2558  0.0001 0.172917E-02  1.4136 u' 
DB       7.50  10000.0 -10.0000  2.0545 -2.5983  2.0967 -0.6831  0.0000 0.876842E-04 -1.0997 u' 
DB       7.50  11000.0 -10.0000  2.0780 -2.6316  2.1007 -0.6779  0.0000 0.123317E-03 -0.7571 u' 
DB       7.50  12000.0 -10.0000  1.9651 -2.3067  1.7203 -0.5278  0.0000 0.163642E-03 -0.4768 u' 
DB       7.50  13000.0 -10.0000  1.8806 -2.0963  1.4762 -0.4323  0.0001 0.207374E-03 -0.2439 u' 
DB       7.50  14000.0 -10.0000  1.7547 -1.7994  1.1437 -0.3043  0.0001 0.253922E-03 -0.0479 u' 
DB       7.50  15000.0 -10.0000  1.5986 -1.4672  0.7932 -0.1731  0.0001 0.302526E-03  0.1190 u' 
DB       7.50  16000.0 -10.0000  1.3914 -1.0524  0.3917 -0.0307  0.0002 0.352805E-03  0.2624 u' 
DB       7.50  17000.0 -10.0000  1.0462 -0.3316 -0.2762  0.1970  0.0002 0.403656E-03  0.3868 u' 
DB       7.50  18000.0 -10.0000  0.8615 -0.0206 -0.5050  0.2601  0.0002 0.454789E-03  0.4956 u' 
DB       7.50  19000.0 -10.0000  0.5936  0.4888 -0.9217  0.3882  0.0002 0.504682E-03  0.5914 u' 
