 2.50  2200.  0.0  2.0  -0.7445    1.5523   0.0179  -0.0828   0.1403   0.0034 PD KEPLER
 3.00  2200.  0.0  2.0   1.1308   -2.0970   3.1578  -1.1137   0.1033   0.0144 PD KEPLER
 3.50  2200.  0.0  2.0   2.0847   -4.3387   5.1622  -1.7153   0.0793   0.0131 PD KEPLER
 4.00  2200.  0.0  2.0   1.9306   -3.7385   4.3535  -1.3819   0.0607   0.0092 PD KEPLER
 4.50  2200.  0.0  2.0   1.2825   -2.0301   2.6118  -0.8004   0.0461   0.0051 PD KEPLER
 5.00  2200.  0.0  2.0   1.2994   -1.6384   1.9467  -0.5441   0.0351   0.0071 PD KEPLER
 5.50  2200.  0.0  2.0   0.7542   -0.0540   0.3191  -0.0177   0.0265   0.0061 PD KEPLER
 2.50  2300.  0.0  2.0  -2.0024    4.0968  -2.1647   0.6219   0.1399   0.0058 PD KEPLER
 3.00  2300.  0.0  2.0  -0.4013    0.7157   0.8946  -0.4036   0.1082   0.0031 PD KEPLER
 3.50  2300.  0.0  2.0   0.4224   -0.7334   1.9954  -0.7235   0.0794   0.0064 PD KEPLER
 4.00  2300.  0.0  2.0   1.4352   -2.9545   3.9418  -1.3283   0.0607   0.0104 PD KEPLER
 4.50  2300.  0.0  2.0   1.1262   -1.8631   2.6448  -0.8555   0.0463   0.0054 PD KEPLER
 5.00  2300.  0.0  2.0   1.0943   -1.3797   1.8460  -0.5210   0.0352   0.0062 PD KEPLER
 5.50  2300.  0.0  2.0   0.9754   -0.5730   0.7906  -0.1630   0.0267   0.0073 PD KEPLER
 2.50  2400.  0.0  2.0   0.6489   -0.6226   1.6727  -0.5691   0.1419   0.0014 PD KEPLER
 3.00  2400.  0.0  2.0  -0.3210    1.1259   0.2666  -0.1699   0.1101   0.0050 PD KEPLER
 3.50  2400.  0.0  2.0   0.2058   -0.0995   1.4223  -0.5627   0.0849   0.0014 PD KEPLER
 4.00  2400.  0.0  2.0   0.9324   -1.6167   2.7200  -0.9702   0.0655   0.0036 PD KEPLER
 4.50  2400.  0.0  2.0   0.9036   -1.6019   2.6699  -0.9350   0.0469   0.0038 PD KEPLER
 5.00  2400.  0.0  2.0   0.9217   -1.1642   1.8498  -0.5763   0.0356   0.0046 PD KEPLER
 5.50  2400.  0.0  2.0   1.2149   -1.5567   1.9820  -0.5841   0.0270   0.0089 PD KEPLER
 2.50  2500.  0.0  2.0   3.6100   -6.3406   6.5827  -2.1428   0.1446   0.0084 PD KEPLER
 3.00  2500.  0.0  2.0   1.8317   -2.9665   3.8323  -1.3624   0.1109   0.0062 PD KEPLER
 3.50  2500.  0.0  2.0   1.1787   -1.8623   2.9888  -1.1291   0.0856   0.0053 PD KEPLER
 4.00  2500.  0.0  2.0   0.9352   -1.5548   2.7955  -1.0759   0.0666   0.0046 PD KEPLER
 4.50  2500.  0.0  2.0   0.7769   -1.1348   2.2749  -0.8599   0.0503   0.0039 PD KEPLER
 5.00  2500.  0.0  2.0   0.9800   -1.4816   2.4094  -0.8443   0.0376   0.0039 PD KEPLER
 5.50  2500.  0.0  2.0   1.0027   -1.2698   1.9081  -0.5941   0.0275   0.0064 PD KEPLER
 2.50  2600.  0.0  2.0   5.3178   -9.5110   9.1917  -2.9577   0.1458   0.0151 PD KEPLER
 3.00  2600.  0.0  2.0   2.7799   -4.7122   5.3067  -1.8506   0.1136   0.0121 PD KEPLER
 3.50  2600.  0.0  2.0   1.4140   -2.0105   3.0048  -1.1559   0.0880   0.0096 PD KEPLER
 4.00  2600.  0.0  2.0   1.0333   -1.4353   2.6171  -1.0634   0.0674   0.0089 PD KEPLER
 4.50  2600.  0.0  2.0   0.8038   -1.0513   2.2575  -0.9225   0.0510   0.0070 PD KEPLER
 5.00  2600.  0.0  2.0   1.0010   -1.5089   2.5826  -0.9835   0.0386   0.0065 PD KEPLER
 5.50  2600.  0.0  2.0   1.0675   -1.5564   2.4370  -0.8718   0.0292   0.0061 PD KEPLER
 2.50  2700.  0.0  2.0   8.3708  -15.2629  14.0137  -4.5059   0.1483   0.0271 PD KEPLER
 3.00  2700.  0.0  2.0   3.4727   -5.8998   6.2154  -2.1276   0.1151   0.0160 PD KEPLER
 3.50  2700.  0.0  2.0   1.6461   -2.1213   2.8765  -1.0853   0.0895   0.0132 PD KEPLER
 4.00  2700.  0.0  2.0   0.7568   -0.3425   1.3262  -0.6019   0.0687   0.0099 PD KEPLER
 4.50  2700.  0.0  2.0   0.5856   -0.2186   1.3586  -0.6459   0.0520   0.0094 PD KEPLER
 5.00  2700.  0.0  2.0   0.7279   -0.6959   1.8366  -0.7953   0.0394   0.0088 PD KEPLER
 5.50  2700.  0.0  2.0   1.0294   -1.4297   2.4380  -0.9490   0.0297   0.0085 PD KEPLER
 2.50  2800.  0.0  2.0   7.5803  -13.0272  11.5952  -3.6282   0.1636   0.0166 PD KEPLER
 3.00  2800.  0.0  2.0   4.0724   -6.7823   6.7313  -2.2382   0.1243   0.0163 PD KEPLER
 3.50  2800.  0.0  2.0   2.0452   -2.5611   2.9673  -1.0521   0.0966   0.0115 PD KEPLER
 4.00  2800.  0.0  2.0   1.0832   -0.5924   1.2188  -0.5028   0.0740   0.0084 PD KEPLER
 4.50  2800.  0.0  2.0   0.6273    0.1852   0.6542  -0.3610   0.0549   0.0082 PD KEPLER
 5.00  2800.  0.0  2.0   0.6301   -0.1030   1.0887  -0.5415   0.0408   0.0090 PD KEPLER
 5.50  2800.  0.0  2.0   0.8699   -0.8987   1.9242  -0.8192   0.0307   0.0100 PD KEPLER
 2.50  2900.  0.0  2.0  10.7141  -18.8179  16.2713  -5.0517   0.1722   0.0250 PD KEPLER
 3.00  2900.  0.0  2.0   5.0378   -8.3630   7.8062  -2.5134   0.1315   0.0166 PD KEPLER
 3.50  2900.  0.0  2.0   2.8315   -4.0376   4.1353  -1.3963   0.1024   0.0128 PD KEPLER
 4.00  2900.  0.0  2.0   1.7669   -1.8895   2.2604  -0.8225   0.0796   0.0096 PD KEPLER
 4.50  2900.  0.0  2.0   1.1589   -0.6346   1.1338  -0.4733   0.0601   0.0072 PD KEPLER
 5.00  2900.  0.0  2.0   0.7476    0.0408   0.6725  -0.3651   0.0444   0.0077 PD KEPLER
 5.50  2900.  0.0  2.0   0.8153   -0.4885   1.3722  -0.6320   0.0326   0.0101 PD KEPLER
 2.50  3000.  0.0  2.0  12.9717  -22.6103  19.0141  -5.7924   0.1857   0.0243 PD KEPLER
 3.00  3000.  0.0  2.0   7.3177  -12.5141  11.0740  -3.4803   0.1449   0.0204 PD KEPLER
 3.50  3000.  0.0  2.0   4.1163   -6.6103   6.3250  -2.0858   0.1089   0.0173 PD KEPLER
 4.00  3000.  0.0  2.0   2.2640   -2.9107   3.1151  -1.0981   0.0794   0.0099 PD KEPLER
 4.50  3000.  0.0  2.0   1.5310   -1.4183   1.8177  -0.7036   0.0603   0.0080 PD KEPLER
 5.00  3000.  0.0  2.0   1.0166   -0.2908   0.7544  -0.3570   0.0447   0.0064 PD KEPLER
 5.50  3000.  0.0  2.0   0.7878   -0.0954   0.7770  -0.4097   0.0337   0.0089 PD KEPLER
