step,q,iangle,r1,velocity_scale,chisq
45913,5.17512,32.9923,0.0987874,503.101,174.24
45914,5.17512,32.9923,0.0987874,503.101,174.24
45915,5.13706,31.0805,0.10825,498.101,172.985
45916,5.13706,31.0805,0.10825,498.101,172.985
45917,5.17678,30.6244,0.10567,495.431,172.91
45918,5.17678,30.6244,0.10567,495.431,172.91
45919,5.15124,31.8946,0.103519,495.227,172.058
45920,5.15124,31.8946,0.103519,495.227,172.058
45921,5.15124,31.8946,0.103519,495.227,172.058
45922,5.15176,30.6066,0.108409,480.038,172.963
45923,5.15176,30.6066,0.108409,480.038,172.963
45924,5.15176,30.6066,0.108409,480.038,172.963
45925,5.15176,30.6066,0.108409,480.038,172.963
45926,5.15176,30.6066,0.108409,480.038,172.963
45927,5.15176,30.6066,0.108409,480.038,172.963
45928,5.15176,30.6066,0.108409,480.038,172.963
45929,5.15176,30.6066,0.108409,480.038,172.963
45930,5.15176,30.6066,0.108409,480.038,172.963
45931,5.15176,30.6066,0.108409,480.038,172.963
45932,5.15176,30.6066,0.108409,480.038,172.963
45933,5.15176,30.6066,0.108409,480.038,172.963
45934,5.15176,30.6066,0.108409,480.038,172.963
45935,5.15176,30.6066,0.108409,480.038,172.963
45936,5.15176,30.6066,0.108409,480.038,172.963
45937,5.09704,31.8029,0.107838,486.615,174.471
45938,5.19948,32.2331,0.104058,473.328,172.377
45939,5.19948,32.2331,0.104058,473.328,172.377
45940,5.19948,32.2331,0.104058,473.328,172.377
45941,5.19948,32.2331,0.104058,473.328,172.377
45942,5.19948,32.2331,0.104058,473.328,172.377
45943,5.19948,32.2331,0.104058,473.328,172.377
45944,5.21248,30.4805,0.110822,486.718,175.863
45945,5.21248,30.4805,0.110822,486.718,175.863
45946,5.08309,30.2287,0.108151,501.988,172.318
45947,5.08309,30.2287,0.108151,501.988,172.318
45948,5.08309,30.2287,0.108151,501.988,172.318
45949,5.01309,30.9406,0.105936,489.437,173.123
45950,5.01309,30.9406,0.105936,489.437,173.123
45951,5.01309,30.9406,0.105936,489.437,173.123
45952,5.04676,30.4158,0.107849,478.76,172.83
45953,5.04676,30.4158,0.107849,478.76,172.83
45954,5.04676,30.4158,0.107849,478.76,172.83
45955,5.04676,30.4158,0.107849,478.76,172.83
45956,5.04676,30.4158,0.107849,478.76,172.83
45957,5.04676,30.4158,0.107849,478.76,172.83
45958,5.11989,31.1174,0.108191,477.908,173.203
45959,5.11989,31.1174,0.108191,477.908,173.203
45960,5.11989,31.1174,0.108191,477.908,173.203
45961,5.11989,31.1174,0.108191,477.908,173.203
45962,5.11989,31.1174,0.108191,477.908,173.203
45963,5.11989,31.1174,0.108191,477.908,173.203
45964,5.11989,31.1174,0.108191,477.908,173.203
45965,5.11989,31.1174,0.108191,477.908,173.203
45966,5.03534,30.6906,0.104104,468.282,176.185
45967,5.11985,32.6342,0.101119,467.016,172.904
45968,5.11985,32.6342,0.101119,467.016,172.904
45969,5.11985,32.6342,0.101119,467.016,172.904
45970,5.11985,32.6342,0.101119,467.016,172.904
45971,5.11985,32.6342,0.101119,467.016,172.904
45972,5.11985,32.6342,0.101119,467.016,172.904
45973,5.11985,32.6342,0.101119,467.016,172.904
45974,5.11985,32.6342,0.101119,467.016,172.904
45975,5.11985,32.6342,0.101119,467.016,172.904
45976,5.11985,32.6342,0.101119,467.016,172.904
45977,5.11985,32.6342,0.101119,467.016,172.904
45978,5.11985,32.6342,0.101119,467.016,172.904
45979,5.11985,32.6342,0.101119,467.016,172.904
45980,5.11985,32.6342,0.101119,467.016,172.904
45981,5.13238,32.2183,0.104229,464.973,172.444
45982,5.13238,32.2183,0.104229,464.973,172.444
45983,5.13238,32.2183,0.104229,464.973,172.444
45984,5.23908,31.1653,0.106379,472.807,172.703
45985,5.23908,31.1653,0.106379,472.807,172.703
45986,5.23908,31.1653,0.106379,472.807,172.703
45987,5.23908,31.1653,0.106379,472.807,172.703
45988,5.21728,31.2927,0.105248,465.95,172.615
45989,5.21728,31.2927,0.105248,465.95,172.615
45990,5.21728,31.2927,0.105248,465.95,172.615
45991,5.21728,31.2927,0.105248,465.95,172.615
45992,5.21728,31.2927,0.105248,465.95,172.615
45993,5.21728,31.2927,0.105248,465.95,172.615
45994,5.21728,31.2927,0.105248,465.95,172.615
45995,5.24925,31.3099,0.104811,482.183,172.33
45996,5.23982,31.2586,0.104886,481.706,172.339
45997,5.23982,31.2586,0.104886,481.706,172.339
45998,5.2784,31.3954,0.103408,507.243,172.254
45999,5.32035,29.9754,0.107497,526.772,172.069
46000,5.32035,29.9754,0.107497,526.772,172.069
46001,5.41196,30.5674,0.104988,531.906,172.104
46002,5.41196,30.5674,0.104988,531.906,172.104
46003,5.41196,30.5674,0.104988,531.906,172.104
46004,5.41196,30.5674,0.104988,531.906,172.104
46005,5.42383,32.349,0.10153,527.341,171.756
46006,5.42383,32.349,0.10153,527.341,171.756
46007,5.42383,32.349,0.10153,527.341,171.756
46008,5.42383,32.349,0.10153,527.341,171.756
46009,5.42383,32.349,0.10153,527.341,171.756
46010,5.42383,32.349,0.10153,527.341,171.756
46011,5.42383,32.349,0.10153,527.341,171.756
46012,5.42383,32.349,0.10153,527.341,171.756
46013,5.42383,32.349,0.10153,527.341,171.756
46014,5.42383,32.349,0.10153,527.341,171.756
46015,5.42383,32.349,0.10153,527.341,171.756
46016,5.42383,32.349,0.10153,527.341,171.756
46017,5.42383,32.349,0.10153,527.341,171.756
46018,5.42975,33.1599,0.0995331,527.178,171.709
46019,5.42975,33.1599,0.0995331,527.178,171.709
46020,5.42975,33.1599,0.0995331,527.178,171.709
46021,5.42975,33.1599,0.0995331,527.178,171.709
46022,5.42975,33.1599,0.0995331,527.178,171.709
46023,5.42975,33.1599,0.0995331,527.178,171.709
46024,5.42975,33.1599,0.0995331,527.178,171.709
46025,5.42975,33.1599,0.0995331,527.178,171.709
46026,5.42975,33.1599,0.0995331,527.178,171.709
46027,5.42975,33.1599,0.0995331,527.178,171.709
46028,5.45735,32.899,0.0971402,523.47,174.289
46029,5.45735,32.899,0.0971402,523.47,174.289
46030,5.45735,32.899,0.0971402,523.47,174.289
46031,5.44622,32.3397,0.0985169,538.936,173.907
46032,5.50677,33.3056,0.103388,542.437,175.95
46033,5.50677,33.3056,0.103388,542.437,175.95
46034,5.50677,33.3056,0.103388,542.437,175.95
46035,5.39344,33.2993,0.0991198,552.731,172.061
46036,5.39344,33.2993,0.0991198,552.731,172.061
46037,5.39344,33.2993,0.0991198,552.731,172.061
46038,5.377,31.8966,0.0996156,566.458,174.245
46039,5.377,31.8966,0.0996156,566.458,174.245
46040,5.377,31.8966,0.0996156,566.458,174.245
46041,5.377,31.8966,0.0996156,566.458,174.245
46042,5.377,31.8966,0.0996156,566.458,174.245
46043,5.33517,29.8458,0.104785,554.658,173.516
46044,5.33517,29.8458,0.104785,554.658,173.516
46045,5.33517,29.8458,0.104785,554.658,173.516
46046,5.33517,29.8458,0.104785,554.658,173.516
46047,5.33517,29.8458,0.104785,554.658,173.516
46048,5.33517,29.8458,0.104785,554.658,173.516
46049,5.42493,29.4959,0.107914,563.421,172.16
46050,5.42493,29.4959,0.107914,563.421,172.16
46051,5.40034,31.1999,0.101651,572.607,173.524
46052,5.40034,31.1999,0.101651,572.607,173.524
46053,5.40034,31.1999,0.101651,572.607,173.524
46054,5.40034,31.1999,0.101651,572.607,173.524
46055,5.40034,31.1999,0.101651,572.607,173.524
46056,5.40159,28.8277,0.108829,567.088,172.304
46057,5.40159,28.8277,0.108829,567.088,172.304
46058,5.36759,29.4301,0.113001,566.045,178.196
46059,5.37837,30.6481,0.111588,565.554,180.94
46060,5.36182,29.0335,0.114563,555.067,180.117
46061,5.36182,29.0335,0.114563,555.067,180.117
46062,5.36182,29.0335,0.114563,555.067,180.117
46063,5.36182,29.0335,0.114563,555.067,180.117
46064,5.36182,29.0335,0.114563,555.067,180.117
46065,5.36182,29.0335,0.114563,555.067,180.117
46066,5.45462,28.7151,0.108858,560.122,172.28
46067,5.45462,28.7151,0.108858,560.122,172.28
46068,5.45462,28.7151,0.108858,560.122,172.28
46069,5.45462,28.7151,0.108858,560.122,172.28
46070,5.45462,28.7151,0.108858,560.122,172.28
46071,5.45462,28.7151,0.108858,560.122,172.28
46072,5.45462,28.7151,0.108858,560.122,172.28
46073,5.45462,28.7151,0.108858,560.122,172.28
46074,5.45462,28.7151,0.108858,560.122,172.28
46075,5.45462,28.7151,0.108858,560.122,172.28
46076,5.45462,28.7151,0.108858,560.122,172.28
46077,5.45462,28.7151,0.108858,560.122,172.28
46078,5.49194,28.479,0.10872,545.045,172.512
46079,5.44023,29.2932,0.106537,551.532,172.647
46080,5.35713,28.4515,0.106366,550.893,175.48
46081,5.35713,28.4515,0.106366,550.893,175.48
46082,5.35713,28.4515,0.106366,550.893,175.48
46083,5.37294,29.2739,0.105388,559.933,174.094
46084,5.37294,29.2739,0.105388,559.933,174.094
46085,5.37294,29.2739,0.105388,559.933,174.094
46086,5.37294,29.2739,0.105388,559.933,174.094
46087,5.37294,29.2739,0.105388,559.933,174.094
46088,5.37294,29.2739,0.105388,559.933,174.094
46089,5.37294,29.2739,0.105388,559.933,174.094
46090,5.36758,30.5913,0.108427,559.41,173.518
46091,5.36758,30.5913,0.108427,559.41,173.518
46092,5.36758,30.5913,0.108427,559.41,173.518
46093,5.38328,30.1506,0.104959,561.017,172.417
46094,5.38328,30.1506,0.104959,561.017,172.417
46095,5.38328,30.1506,0.104959,561.017,172.417
46096,5.19398,29.6914,0.106949,571.879,172.737
46097,5.19398,29.6914,0.106949,571.879,172.737
46098,5.19398,29.6914,0.106949,571.879,172.737
46099,5.19398,29.6914,0.106949,571.879,172.737
46100,5.19398,29.6914,0.106949,571.879,172.737
46101,5.19398,29.6914,0.106949,571.879,172.737
46102,5.19398,29.6914,0.106949,571.879,172.737
46103,5.19398,29.6914,0.106949,571.879,172.737
46104,5.19398,29.6914,0.106949,571.879,172.737
46105,5.19398,29.6914,0.106949,571.879,172.737
46106,5.19398,29.6914,0.106949,571.879,172.737
46107,5.19398,29.6914,0.106949,571.879,172.737
46108,5.19398,29.6914,0.106949,571.879,172.737
46109,5.19398,29.6914,0.106949,571.879,172.737
46110,5.19398,29.6914,0.106949,571.879,172.737
46111,5.19398,29.6914,0.106949,571.879,172.737
46112,5.23696,29.6146,0.108376,562.289,172.114
46113,5.20921,29.5149,0.107226,584.338,172.796
46114,5.23664,29.9562,0.107267,575.301,172.068
46115,5.23664,29.9562,0.107267,575.301,172.068
46116,5.23664,29.9562,0.107267,575.301,172.068
46117,5.23664,29.9562,0.107267,575.301,172.068
46118,5.23664,29.9562,0.107267,575.301,172.068
46119,5.23664,29.9562,0.107267,575.301,172.068
46120,5.23664,29.9562,0.107267,575.301,172.068
46121,5.23664,29.9562,0.107267,575.301,172.068
46122,5.23664,29.9562,0.107267,575.301,172.068
46123,5.21604,29.8935,0.109013,577.713,172.175
46124,5.21604,29.8935,0.109013,577.713,172.175
46125,5.21604,29.8935,0.109013,577.713,172.175
46126,5.21604,29.8935,0.109013,577.713,172.175
46127,5.21604,29.8935,0.109013,577.713,172.175
46128,5.14864,29.4297,0.110714,578.859,172.522
46129,5.29264,30.2811,0.110092,578.03,174.315
46130,5.29264,30.2811,0.110092,578.03,174.315
46131,5.29264,30.2811,0.110092,578.03,174.315
46132,5.29264,30.2811,0.110092,578.03,174.315
46133,5.29264,30.2811,0.110092,578.03,174.315
46134,5.29264,30.2811,0.110092,578.03,174.315
46135,5.29264,30.2811,0.110092,578.03,174.315
46136,5.29264,30.2811,0.110092,578.03,174.315
46137,5.29264,30.2811,0.110092,578.03,174.315
46138,5.27252,31.5032,0.10089,585.359,174.772
46139,5.27252,31.5032,0.10089,585.359,174.772
46140,5.3098,31.5291,0.103021,581.651,172.351
46141,5.32226,32.4333,0.100157,584.622,173.202
46142,5.41761,32.6252,0.100863,598.349,172.552
46143,5.41761,32.6252,0.100863,598.349,172.552
46144,5.41761,32.6252,0.100863,598.349,172.552
46145,5.41761,32.6252,0.100863,598.349,172.552
46146,5.38878,31.7106,0.10368,583.482,172.309
46147,5.38878,31.7106,0.10368,583.482,172.309
46148,5.38878,31.7106,0.10368,583.482,172.309
46149,5.38878,31.7106,0.10368,583.482,172.309
46150,5.38878,31.7106,0.10368,583.482,172.309
46151,5.38878,31.7106,0.10368,583.482,172.309
46152,5.38878,31.7106,0.10368,583.482,172.309
46153,5.38878,31.7106,0.10368,583.482,172.309
46154,5.38878,31.7106,0.10368,583.482,172.309
46155,5.38878,31.7106,0.10368,583.482,172.309
46156,5.38878,31.7106,0.10368,583.482,172.309
46157,5.38878,31.7106,0.10368,583.482,172.309
46158,5.38878,31.7106,0.10368,583.482,172.309
46159,5.38878,31.7106,0.10368,583.482,172.309
46160,5.38878,31.7106,0.10368,583.482,172.309
46161,5.38878,31.7106,0.10368,583.482,172.309
46162,5.40946,30.566,0.10417,587.963,172.695
46163,5.40946,30.566,0.10417,587.963,172.695
46164,5.40946,30.566,0.10417,587.963,172.695
46165,5.44432,30.2786,0.108092,585.252,173.055
46166,5.44432,30.2786,0.108092,585.252,173.055
46167,5.4447,29.6441,0.11008,577.998,174.231
46168,5.42235,28.9691,0.10413,558.289,176.486
46169,5.42235,28.9691,0.10413,558.289,176.486
46170,5.42235,28.9691,0.10413,558.289,176.486
46171,5.42235,28.9691,0.10413,558.289,176.486
46172,5.45275,27.7978,0.106814,551.844,176.735
46173,5.45275,27.7978,0.106814,551.844,176.735
46174,5.45275,27.7978,0.106814,551.844,176.735
46175,5.42766,27.6831,0.10731,564.037,176.771
46176,5.42766,27.6831,0.10731,564.037,176.771
46177,5.42766,27.6831,0.10731,564.037,176.771
46178,5.45996,27.9968,0.111876,563.202,172.792
46179,5.45996,27.9968,0.111876,563.202,172.792
46180,5.45996,27.9968,0.111876,563.202,172.792
46181,5.45996,27.9968,0.111876,563.202,172.792
46182,5.45996,27.9968,0.111876,563.202,172.792
46183,5.45996,27.9968,0.111876,563.202,172.792
46184,5.45996,27.9968,0.111876,563.202,172.792
46185,5.45996,27.9968,0.111876,563.202,172.792
46186,5.45996,27.9968,0.111876,563.202,172.792
46187,5.45996,27.9968,0.111876,563.202,172.792
46188,5.45996,27.9968,0.111876,563.202,172.792
46189,5.45996,27.9968,0.111876,563.202,172.792
46190,5.45996,27.9968,0.111876,563.202,172.792
46191,5.45996,27.9968,0.111876,563.202,172.792
46192,5.45996,27.9968,0.111876,563.202,172.792
46193,5.45996,27.9968,0.111876,563.202,172.792
46194,5.41202,27.7834,0.109171,543.718,174.103
46195,5.41202,27.7834,0.109171,543.718,174.103
46196,5.39326,29.0396,0.108678,553.537,172.393
46197,5.39326,29.0396,0.108678,553.537,172.393
46198,5.39326,29.0396,0.108678,553.537,172.393
46199,5.39854,29.559,0.108167,553.171,172.221
46200,5.39854,29.559,0.108167,553.171,172.221
46201,5.39854,29.559,0.108167,553.171,172.221
46202,5.39854,29.559,0.108167,553.171,172.221
46203,5.39635,28.4695,0.110817,561.951,172.5
46204,5.39635,28.4695,0.110817,561.951,172.5
46205,5.39635,28.4695,0.110817,561.951,172.5
46206,5.39635,28.4695,0.110817,561.951,172.5
46207,5.39635,28.4695,0.110817,561.951,172.5
46208,5.33993,28.8107,0.106253,565.416,174.518
46209,5.33993,28.8107,0.106253,565.416,174.518
46210,5.33993,28.8107,0.106253,565.416,174.518
46211,5.33993,28.8107,0.106253,565.416,174.518
46212,5.33993,28.8107,0.106253,565.416,174.518
46213,5.33993,28.8107,0.106253,565.416,174.518
46214,5.34674,28.3101,0.112553,574.162,173.108
46215,5.34674,28.3101,0.112553,574.162,173.108
46216,5.33937,28.3824,0.11207,576.023,172.818
46217,5.33937,28.3824,0.11207,576.023,172.818
46218,5.33937,28.3824,0.11207,576.023,172.818
46219,5.33937,28.3824,0.11207,576.023,172.818
46220,5.33937,28.3824,0.11207,576.023,172.818
46221,5.29963,28.7751,0.111801,576.257,173.089
46222,5.29963,28.7751,0.111801,576.257,173.089
46223,5.29963,28.7751,0.111801,576.257,173.089
46224,5.29963,28.7751,0.111801,576.257,173.089
46225,5.29963,28.7751,0.111801,576.257,173.089
46226,5.29963,28.7751,0.111801,576.257,173.089
46227,5.27552,29.019,0.105525,580.894,175.612
46228,5.27552,29.019,0.105525,580.894,175.612
46229,5.27552,29.019,0.105525,580.894,175.612
46230,5.27552,29.019,0.105525,580.894,175.612
46231,5.27552,29.019,0.105525,580.894,175.612
46232,5.27552,29.019,0.105525,580.894,175.612
46233,5.27552,29.019,0.105525,580.894,175.612
46234,5.27751,28.9871,0.106658,601.1,174.165
46235,5.27843,28.8156,0.10453,595.182,178.095
46236,5.27843,28.8156,0.10453,595.182,178.095
46237,5.25028,28.1085,0.108185,591.574,175.057
46238,5.25028,28.1085,0.108185,591.574,175.057
46239,5.25028,28.1085,0.108185,591.574,175.057
46240,5.25028,28.1085,0.108185,591.574,175.057
46241,5.25028,28.1085,0.108185,591.574,175.057
46242,5.25028,28.1085,0.108185,591.574,175.057
46243,5.25028,28.1085,0.108185,591.574,175.057
46244,5.25028,28.1085,0.108185,591.574,175.057
46245,5.25099,27.287,0.112783,570.166,173.767
46246,5.25099,27.287,0.112783,570.166,173.767
46247,5.25099,27.287,0.112783,570.166,173.767
46248,5.25099,27.287,0.112783,570.166,173.767
46249,5.25099,27.287,0.112783,570.166,173.767
46250,5.25099,27.287,0.112783,570.166,173.767
46251,5.25099,27.287,0.112783,570.166,173.767
46252,5.25099,27.287,0.112783,570.166,173.767
46253,5.25099,27.287,0.112783,570.166,173.767
46254,5.25099,27.287,0.112783,570.166,173.767
46255,5.25099,27.287,0.112783,570.166,173.767
46256,5.25099,27.287,0.112783,570.166,173.767
46257,5.25099,27.287,0.112783,570.166,173.767
46258,5.25099,27.287,0.112783,570.166,173.767
46259,5.20529,27.1425,0.115031,573.139,173.042
46260,5.20529,27.1425,0.115031,573.139,173.042
46261,5.20529,27.1425,0.115031,573.139,173.042
46262,5.20529,27.1425,0.115031,573.139,173.042
46263,5.20529,27.1425,0.115031,573.139,173.042
46264,5.22606,26.8973,0.114006,586.932,173.448
46265,5.11438,27.2238,0.116239,598.531,172.962
46266,5.11438,27.2238,0.116239,598.531,172.962
46267,5.09725,27.4252,0.113097,608.905,173.908
46268,5.18017,28.3796,0.109001,616.941,173.82
46269,5.18017,28.3796,0.109001,616.941,173.82
46270,5.18017,28.3796,0.109001,616.941,173.82
46271,5.23331,27.4644,0.114839,622.863,173.023
46272,5.23331,27.4644,0.114839,622.863,173.023
46273,5.23331,27.4644,0.114839,622.863,173.023
46274,5.23331,27.4644,0.114839,622.863,173.023
46275,5.26469,28.6671,0.111452,621.125,172.674
46276,5.26469,28.6671,0.111452,621.125,172.674
46277,5.26469,28.6671,0.111452,621.125,172.674
46278,5.26469,28.6671,0.111452,621.125,172.674
46279,5.26469,28.6671,0.111452,621.125,172.674
46280,5.34429,28.4827,0.109456,598.902,172.452
46281,5.34429,28.4827,0.109456,598.902,172.452
46282,5.34429,28.4827,0.109456,598.902,172.452
46283,5.34429,28.4827,0.109456,598.902,172.452
46284,5.34429,28.4827,0.109456,598.902,172.452
46285,5.34429,28.4827,0.109456,598.902,172.452
46286,5.35442,29.1595,0.11032,582.889,172.949
46287,5.35442,29.1595,0.11032,582.889,172.949
46288,5.35442,29.1595,0.11032,582.889,172.949
46289,5.24319,30.4474,0.105218,582.882,172.772
46290,5.24319,30.4474,0.105218,582.882,172.772
46291,5.24319,30.4474,0.105218,582.882,172.772
46292,5.24319,30.4474,0.105218,582.882,172.772
46293,5.24231,30.6271,0.10915,580.656,173.583
46294,5.24231,30.6271,0.10915,580.656,173.583
46295,5.24231,30.6271,0.10915,580.656,173.583
46296,5.28268,30.1398,0.108176,576.487,172.09
46297,5.25546,29.7315,0.105994,559.452,173.093
46298,5.25546,29.7315,0.105994,559.452,173.093
46299,5.25546,29.7315,0.105994,559.452,173.093
46300,5.25546,29.7315,0.105994,559.452,173.093
46301,5.25546,29.7315,0.105994,559.452,173.093
46302,5.25546,29.7315,0.105994,559.452,173.093
46303,5.25546,29.7315,0.105994,559.452,173.093
46304,5.25546,29.7315,0.105994,559.452,173.093
46305,5.25546,29.7315,0.105994,559.452,173.093
46306,5.25546,29.7315,0.105994,559.452,173.093
46307,5.23074,29.8432,0.109256,565.273,172.281
46308,5.23074,29.8432,0.109256,565.273,172.281
46309,5.23074,29.8432,0.109256,565.273,172.281
46310,5.23074,29.8432,0.109256,565.273,172.281
46311,5.23074,29.8432,0.109256,565.273,172.281
46312,5.23074,29.8432,0.109256,565.273,172.281
46313,5.23074,29.8432,0.109256,565.273,172.281
46314,5.23074,29.8432,0.109256,565.273,172.281
46315,5.23074,29.8432,0.109256,565.273,172.281
46316,5.23074,29.8432,0.109256,565.273,172.281
46317,5.22934,32.1235,0.103883,574.436,172.195
46318,5.23433,31.9911,0.104752,574.202,172.418
46319,5.23433,31.9911,0.104752,574.202,172.418
46320,5.22484,31.5347,0.100025,566.453,176.464
46321,5.22484,31.5347,0.100025,566.453,176.464
46322,5.22484,31.5347,0.100025,566.453,176.464
46323,5.22484,31.5347,0.100025,566.453,176.464
46324,5.22484,31.5347,0.100025,566.453,176.464
46325,5.22484,31.5347,0.100025,566.453,176.464
46326,5.22484,31.5347,0.100025,566.453,176.464
46327,5.22484,31.5347,0.100025,566.453,176.464
46328,5.24705,30.818,0.111023,568.2,177.667
46329,5.24705,30.818,0.111023,568.2,177.667
46330,5.25875,31.2788,0.108159,558.236,174.403
46331,5.25875,31.2788,0.108159,558.236,174.403
46332,5.25875,31.2788,0.108159,558.236,174.403
46333,5.11692,30.9026,0.106538,552.038,172.056
46334,5.11692,30.9026,0.106538,552.038,172.056
46335,5.11692,30.9026,0.106538,552.038,172.056
46336,5.11692,30.9026,0.106538,552.038,172.056
46337,5.11692,30.9026,0.106538,552.038,172.056
46338,5.11692,30.9026,0.106538,552.038,172.056
46339,5.11692,30.9026,0.106538,552.038,172.056
46340,5.11692,30.9026,0.106538,552.038,172.056
46341,5.01971,30.9451,0.111084,534.026,174.95
46342,5.01971,30.9451,0.111084,534.026,174.95
46343,5.11338,31.0588,0.107437,528.934,172.083
46344,5.11915,30.7252,0.106464,521.277,172.313
46345,5.11915,30.7252,0.106464,521.277,172.313
46346,5.11915,30.7252,0.106464,521.277,172.313
46347,5.11915,30.7252,0.106464,521.277,172.313
46348,5.11915,30.7252,0.106464,521.277,172.313
46349,5.11915,30.7252,0.106464,521.277,172.313
46350,5.11915,30.7252,0.106464,521.277,172.313
46351,5.11915,30.7252,0.106464,521.277,172.313
46352,5.12978,30.2366,0.109755,529.571,172.575
46353,5.12978,30.2366,0.109755,529.571,172.575
46354,5.12978,30.2366,0.109755,529.571,172.575
46355,5.12978,30.2366,0.109755,529.571,172.575
46356,5.09678,30.5265,0.10673,527.864,172.369
46357,5.06392,30.5037,0.11133,532.929,174.502
46358,5.06392,30.5037,0.11133,532.929,174.502
46359,5.06392,30.5037,0.11133,532.929,174.502
46360,5.06392,30.5037,0.11133,532.929,174.502
46361,5.01522,30.2468,0.102939,530.416,179.156
46362,5.01522,30.2468,0.102939,530.416,179.156
46363,5.07825,30.4919,0.104075,526.398,175.423
46364,5.03406,30.0831,0.111134,525.4,173.062
46365,5.03406,30.0831,0.111134,525.4,173.062
46366,5.03406,30.0831,0.111134,525.4,173.062
46367,5.04098,30.3642,0.106218,526.134,173.212
46368,5.04098,30.3642,0.106218,526.134,173.212
46369,5.09149,29.1469,0.109988,530.384,172.73
46370,5.07711,28.6141,0.108424,526.937,175.03
46371,5.07711,28.6141,0.108424,526.937,175.03
46372,5.07711,28.6141,0.108424,526.937,175.03
46373,5.07711,28.6141,0.108424,526.937,175.03
46374,5.07711,28.6141,0.108424,526.937,175.03
46375,5.07711,28.6141,0.108424,526.937,175.03
46376,5.11871,28.6363,0.111597,544.16,172.505
46377,5.11871,28.6363,0.111597,544.16,172.505
46378,5.11871,28.6363,0.111597,544.16,172.505
46379,5.11871,28.6363,0.111597,544.16,172.505
46380,5.11871,28.6363,0.111597,544.16,172.505
46381,5.12048,27.2057,0.113707,527.636,174.518
46382,5.12048,27.2057,0.113707,527.636,174.518
46383,5.12048,27.2057,0.113707,527.636,174.518
46384,5.12048,27.2057,0.113707,527.636,174.518
46385,5.07834,28.2905,0.110959,526.338,173.453
46386,5.07834,28.2905,0.110959,526.338,173.453
46387,5.07834,28.2905,0.110959,526.338,173.453
46388,5.07834,28.2905,0.110959,526.338,173.453
46389,5.07834,28.2905,0.110959,526.338,173.453
46390,5.00474,28.0188,0.113763,523.474,173.203
46391,4.98574,28.2567,0.113079,537.109,172.809
46392,4.98574,28.2567,0.113079,537.109,172.809
46393,4.98574,28.2567,0.113079,537.109,172.809
46394,4.98574,28.2567,0.113079,537.109,172.809
46395,4.98574,28.2567,0.113079,537.109,172.809
46396,4.98574,28.2567,0.113079,537.109,172.809
46397,4.98574,28.2567,0.113079,537.109,172.809
46398,4.98626,29.6907,0.106969,544.845,174.306
46399,5.05607,29.2739,0.107208,531.203,174.785
46400,5.05607,29.2739,0.107208,531.203,174.785
46401,5.05607,29.2739,0.107208,531.203,174.785
46402,5.05607,29.2739,0.107208,531.203,174.785
46403,5.05607,29.2739,0.107208,531.203,174.785
46404,5.05607,29.2739,0.107208,531.203,174.785
46405,5.05607,29.2739,0.107208,531.203,174.785
46406,5.05607,29.2739,0.107208,531.203,174.785
46407,5.09852,28.7989,0.108626,527.754,174.103
46408,5.09852,28.7989,0.108626,527.754,174.103
46409,5.0935,28.6473,0.109845,520.784,173.467
46410,5.0935,28.6473,0.109845,520.784,173.467
46411,5.0935,28.6473,0.109845,520.784,173.467
46412,5.0935,28.6473,0.109845,520.784,173.467
46413,5.11511,30.1266,0.110163,520.57,172.788
46414,5.11511,30.1266,0.110163,520.57,172.788
46415,5.11511,30.1266,0.110163,520.57,172.788
46416,5.11511,30.1266,0.110163,520.57,172.788
46417,5.11511,30.1266,0.110163,520.57,172.788
46418,5.11511,30.1266,0.110163,520.57,172.788
46419,5.06738,28.7541,0.115762,523.458,176.669
46420,5.06738,28.7541,0.115762,523.458,176.669
46421,5.06738,28.7541,0.115762,523.458,176.669
46422,5.06738,28.7541,0.115762,523.458,176.669
46423,5.03076,30.0519,0.10929,541.986,171.993
46424,5.03076,30.0519,0.10929,541.986,171.993
46425,5.03076,30.0519,0.10929,541.986,171.993
46426,5.03076,30.0519,0.10929,541.986,171.993
46427,5.03076,30.0519,0.10929,541.986,171.993
46428,5.03076,30.0519,0.10929,541.986,171.993
46429,5.06319,30.4852,0.109347,554.475,172.315
46430,5.08458,29.3469,0.109009,556.556,172.576
46431,5.08458,29.3469,0.109009,556.556,172.576
46432,5.08458,29.3469,0.109009,556.556,172.576
46433,5.08458,29.3469,0.109009,556.556,172.576
46434,5.08458,29.3469,0.109009,556.556,172.576
46435,5.03805,29.3261,0.110244,539.446,172.467
46436,5.03805,29.3261,0.110244,539.446,172.467
46437,5.03805,29.3261,0.110244,539.446,172.467
46438,5.01701,31.0024,0.105782,532.966,172.589
46439,5.01701,31.0024,0.105782,532.966,172.589
46440,5.01701,31.0024,0.105782,532.966,172.589
46441,5.01701,31.0024,0.105782,532.966,172.589
46442,5.01701,31.0024,0.105782,532.966,172.589
46443,5.01701,31.0024,0.105782,532.966,172.589
46444,5.01701,31.0024,0.105782,532.966,172.589
46445,5.01701,31.0024,0.105782,532.966,172.589
46446,5.01701,31.0024,0.105782,532.966,172.589
46447,4.89905,30.5999,0.106893,537.233,173.19
46448,4.89905,30.5999,0.106893,537.233,173.19
46449,4.89905,30.5999,0.106893,537.233,173.19
46450,4.89905,30.5999,0.106893,537.233,173.19
