step,q,iangle,r1,velocity_scale,chisq
9296,1.96485,48.7586,0.115874,414.416,171.975
9297,1.96485,48.7586,0.115874,414.416,171.975
9298,1.96485,48.7586,0.115874,414.416,171.975
9299,1.96485,48.7586,0.115874,414.416,171.975
9300,1.96485,48.7586,0.115874,414.416,171.975
9301,1.96485,48.7586,0.115874,414.416,171.975
9302,1.91272,49.4722,0.113796,412.764,171.227
9303,1.91272,49.4722,0.113796,412.764,171.227
9304,1.91272,49.4722,0.113796,412.764,171.227
9305,1.91272,49.4722,0.113796,412.764,171.227
9306,1.91272,49.4722,0.113796,412.764,171.227
9307,1.91272,49.4722,0.113796,412.764,171.227
9308,1.91272,49.4722,0.113796,412.764,171.227
9309,1.91272,49.4722,0.113796,412.764,171.227
9310,1.91272,49.4722,0.113796,412.764,171.227
9311,1.91272,49.4722,0.113796,412.764,171.227
9312,1.91272,49.4722,0.113796,412.764,171.227
9313,1.91272,49.4722,0.113796,412.764,171.227
9314,1.91272,49.4722,0.113796,412.764,171.227
9315,1.91272,49.4722,0.113796,412.764,171.227
9316,1.91272,49.4722,0.113796,412.764,171.227
9317,1.91272,49.4722,0.113796,412.764,171.227
9318,1.9401,48.3609,0.116377,415.404,171.747
9319,1.9401,48.3609,0.116377,415.404,171.747
9320,1.94952,48.0121,0.114387,421.097,171.254
9321,1.94952,48.0121,0.114387,421.097,171.254
9322,1.94952,48.0121,0.114387,421.097,171.254
9323,1.94952,48.0121,0.114387,421.097,171.254
9324,1.94952,48.0121,0.114387,421.097,171.254
9325,1.94952,48.0121,0.114387,421.097,171.254
9326,1.94952,48.0121,0.114387,421.097,171.254
9327,1.78592,47.9349,0.117782,438.33,171.177
9328,1.78592,47.9349,0.117782,438.33,171.177
9329,1.78592,47.9349,0.117782,438.33,171.177
9330,1.71692,47.3032,0.118662,440.973,172.358
9331,1.71692,47.3032,0.118662,440.973,172.358
9332,1.71692,47.3032,0.118662,440.973,172.358
9333,1.68521,47.8268,0.118162,441.472,172.484
9334,1.68521,47.8268,0.118162,441.472,172.484
9335,1.68521,47.8268,0.118162,441.472,172.484
9336,1.59274,48.6379,0.125538,432.289,173.71
9337,1.59274,48.6379,0.125538,432.289,173.71
9338,1.59274,48.6379,0.125538,432.289,173.71
9339,1.59274,48.6379,0.125538,432.289,173.71
9340,1.59274,48.6379,0.125538,432.289,173.71
9341,1.59274,48.6379,0.125538,432.289,173.71
9342,1.59274,48.6379,0.125538,432.289,173.71
9343,1.59274,48.6379,0.125538,432.289,173.71
9344,1.59274,48.6379,0.125538,432.289,173.71
9345,1.50686,46.8632,0.125949,426.656,172.68
9346,1.50686,46.8632,0.125949,426.656,172.68
9347,1.50686,46.8632,0.125949,426.656,172.68
9348,1.50686,46.8632,0.125949,426.656,172.68
9349,1.50686,46.8632,0.125949,426.656,172.68
9350,1.50686,46.8632,0.125949,426.656,172.68
9351,1.50686,46.8632,0.125949,426.656,172.68
9352,1.50686,46.8632,0.125949,426.656,172.68
9353,1.46139,48.3446,0.127908,414.161,173.19
9354,1.46139,48.3446,0.127908,414.161,173.19
9355,1.46139,48.3446,0.127908,414.161,173.19
9356,1.46139,48.3446,0.127908,414.161,173.19
9357,1.46139,48.3446,0.127908,414.161,173.19
9358,1.46139,48.3446,0.127908,414.161,173.19
9359,1.46139,48.3446,0.127908,414.161,173.19
9360,1.46139,48.3446,0.127908,414.161,173.19
9361,1.34793,49.3087,0.126255,399.478,174.015
9362,1.34793,49.3087,0.126255,399.478,174.015
9363,1.34793,49.3087,0.126255,399.478,174.015
9364,1.34793,49.3087,0.126255,399.478,174.015
9365,1.27224,48.2715,0.127608,389.948,177.313
9366,1.27224,48.2715,0.127608,389.948,177.313
9367,1.27224,48.2715,0.127608,389.948,177.313
9368,1.27224,48.2715,0.127608,389.948,177.313
9369,1.27224,48.2715,0.127608,389.948,177.313
9370,1.27224,48.2715,0.127608,389.948,177.313
9371,1.18375,48.3907,0.13269,379.647,176.283
9372,1.18375,48.3907,0.13269,379.647,176.283
9373,1.16835,48.6239,0.132802,374.731,176.7
9374,1.16835,48.6239,0.132802,374.731,176.7
9375,1.12975,48.4476,0.130608,375.17,181.565
9376,1.12975,48.4476,0.130608,375.17,181.565
9377,1.1052,48.3012,0.133152,376.505,179.775
9378,1.08387,48.2205,0.139596,379.821,176.513
9379,1.08387,48.2205,0.139596,379.821,176.513
9380,1.08387,48.2205,0.139596,379.821,176.513
9381,1.08387,48.2205,0.139596,379.821,176.513
9382,1.10364,49.2948,0.139088,378.768,176.875
9383,1.10364,49.2948,0.139088,378.768,176.875
9384,1.10364,49.2948,0.139088,378.768,176.875
9385,1.10364,49.2948,0.139088,378.768,176.875
9386,1.10364,49.2948,0.139088,378.768,176.875
9387,1.10364,49.2948,0.139088,378.768,176.875
9388,1.10364,49.2948,0.139088,378.768,176.875
9389,1.1069,47.3127,0.142374,365.496,178.907
9390,1.1069,47.3127,0.142374,365.496,178.907
9391,1.1069,47.3127,0.142374,365.496,178.907
9392,1.1069,47.3127,0.142374,365.496,178.907
9393,1.10781,48.2632,0.140154,361.199,177.777
9394,1.19876,48.5394,0.132963,361.532,176.519
9395,1.19876,48.5394,0.132963,361.532,176.519
9396,1.15818,48.7101,0.135691,362.238,176.491
9397,1.15818,48.7101,0.135691,362.238,176.491
9398,1.2016,49.4688,0.131516,342.25,177.402
9399,1.2016,49.4688,0.131516,342.25,177.402
9400,1.2016,49.4688,0.131516,342.25,177.402
9401,1.2016,49.4688,0.131516,342.25,177.402
9402,1.2016,49.4688,0.131516,342.25,177.402
9403,1.2016,49.4688,0.131516,342.25,177.402
9404,1.2016,49.4688,0.131516,342.25,177.402
9405,1.2016,49.4688,0.131516,342.25,177.402
9406,1.2016,49.4688,0.131516,342.25,177.402
9407,1.2016,49.4688,0.131516,342.25,177.402
9408,1.16682,52.1513,0.13673,360.784,181.868
9409,1.22241,51.8025,0.134257,369.61,179.531
9410,1.17654,51.675,0.126982,361.128,178.088
9411,1.11329,51.3695,0.129428,375.045,178.185
9412,1.11329,51.3695,0.129428,375.045,178.185
9413,1.11329,51.3695,0.129428,375.045,178.185
9414,1.11329,51.3695,0.129428,375.045,178.185
9415,1.11329,51.3695,0.129428,375.045,178.185
9416,1.11329,51.3695,0.129428,375.045,178.185
9417,1.13322,51.5102,0.134016,359.225,176.305
9418,1.13322,51.5102,0.134016,359.225,176.305
9419,1.13322,51.5102,0.134016,359.225,176.305
9420,1.13322,51.5102,0.134016,359.225,176.305
9421,1.24149,51.3221,0.125455,349.067,177.962
9422,1.24149,51.3221,0.125455,349.067,177.962
9423,1.26727,52.4514,0.125187,331.75,177.028
9424,1.26727,52.4514,0.125187,331.75,177.028
9425,1.26727,52.4514,0.125187,331.75,177.028
9426,1.20811,50.6075,0.130378,338.525,176.944
9427,1.20811,50.6075,0.130378,338.525,176.944
9428,1.20811,50.6075,0.130378,338.525,176.944
9429,1.20811,50.6075,0.130378,338.525,176.944
9430,1.20811,50.6075,0.130378,338.525,176.944
9431,1.22699,50.7379,0.122929,350.538,183.748
9432,1.23648,50.0667,0.125469,341.32,180.854
9433,1.23648,50.0667,0.125469,341.32,180.854
9434,1.23648,50.0667,0.125469,341.32,180.854
9435,1.23648,50.0667,0.125469,341.32,180.854
9436,1.23648,50.0667,0.125469,341.32,180.854
9437,1.23648,50.0667,0.125469,341.32,180.854
9438,1.1946,50.2559,0.126708,347.749,180.531
9439,1.24382,50.4625,0.132813,338.024,177.94
9440,1.24382,50.4625,0.132813,338.024,177.94
9441,1.24382,50.4625,0.132813,338.024,177.94
9442,1.24382,50.4625,0.132813,338.024,177.94
9443,1.24382,50.4625,0.132813,338.024,177.94
9444,1.24382,50.4625,0.132813,338.024,177.94
9445,1.31457,51.2567,0.12604,347.273,175.747
9446,1.31457,51.2567,0.12604,347.273,175.747
9447,1.31457,51.2567,0.12604,347.273,175.747
9448,1.2848,51.6118,0.124695,337.617,177.222
9449,1.2848,51.6118,0.124695,337.617,177.222
9450,1.2848,51.6118,0.124695,337.617,177.222
9451,1.2848,51.6118,0.124695,337.617,177.222
9452,1.23587,52.325,0.124938,326.233,178.803
9453,1.23587,52.325,0.124938,326.233,178.803
9454,1.23587,52.325,0.124938,326.233,178.803
9455,1.23587,52.325,0.124938,326.233,178.803
9456,1.23587,52.325,0.124938,326.233,178.803
9457,1.23587,52.325,0.124938,326.233,178.803
9458,1.22895,54.3344,0.1238,330.952,176.595
9459,1.22895,54.3344,0.1238,330.952,176.595
9460,1.21994,55.6401,0.122391,338.583,176.565
9461,1.21994,55.6401,0.122391,338.583,176.565
9462,1.21994,55.6401,0.122391,338.583,176.565
9463,1.21994,55.6401,0.122391,338.583,176.565
9464,1.27311,56.0989,0.122506,350.928,174.164
9465,1.23681,55.194,0.121699,359.119,176.081
9466,1.26677,55.3008,0.121843,345.143,175.52
9467,1.26677,55.3008,0.121843,345.143,175.52
9468,1.29862,55.5052,0.125756,348.51,175.952
9469,1.29595,54.5119,0.126153,351.624,174.975
9470,1.29595,54.5119,0.126153,351.624,174.975
9471,1.29595,54.5119,0.126153,351.624,174.975
9472,1.29595,54.5119,0.126153,351.624,174.975
9473,1.23841,54.0752,0.122057,342.422,178.145
9474,1.23841,54.0752,0.122057,342.422,178.145
9475,1.23841,54.0752,0.122057,342.422,178.145
9476,1.23841,54.0752,0.122057,342.422,178.145
9477,1.311,52.4625,0.130794,352.233,180.25
9478,1.33361,51.7208,0.130486,372.711,178.578
9479,1.33361,51.7208,0.130486,372.711,178.578
9480,1.33361,51.7208,0.130486,372.711,178.578
9481,1.33361,51.7208,0.130486,372.711,178.578
9482,1.33361,51.7208,0.130486,372.711,178.578
9483,1.44872,52.3171,0.126823,361.617,179.353
9484,1.4954,51.4724,0.119096,363.134,174.404
9485,1.4954,51.4724,0.119096,363.134,174.404
9486,1.55044,50.9277,0.122464,370.58,174.439
9487,1.55044,50.9277,0.122464,370.58,174.439
9488,1.61966,50.5128,0.11654,377.396,173.786
9489,1.61966,50.5128,0.11654,377.396,173.786
9490,1.61966,50.5128,0.11654,377.396,173.786
9491,1.61966,50.5128,0.11654,377.396,173.786
9492,1.61966,50.5128,0.11654,377.396,173.786
9493,1.62948,50.9093,0.119677,377.458,173.293
9494,1.62948,50.9093,0.119677,377.458,173.293
9495,1.62948,50.9093,0.119677,377.458,173.293
9496,1.62948,50.9093,0.119677,377.458,173.293
9497,1.57271,52.1628,0.120843,381.776,173.838
9498,1.65034,51.1437,0.119496,377.805,173.506
9499,1.65034,51.1437,0.119496,377.805,173.506
9500,1.7063,50.1835,0.116076,375.682,173.029
9501,1.7063,50.1835,0.116076,375.682,173.029
9502,1.7063,50.1835,0.116076,375.682,173.029
9503,1.67287,51.7364,0.11927,358.582,174.895
9504,1.67837,52.6269,0.118295,361.29,174.594
9505,1.67837,52.6269,0.118295,361.29,174.594
9506,1.67837,52.6269,0.118295,361.29,174.594
9507,1.67837,52.6269,0.118295,361.29,174.594
9508,1.68215,53.4316,0.119162,367.319,177.702
9509,1.68215,53.4316,0.119162,367.319,177.702
9510,1.61165,52.1997,0.122454,369.117,178.25
9511,1.62002,52.9835,0.112527,364.637,175.372
9512,1.62002,52.9835,0.112527,364.637,175.372
9513,1.62002,52.9835,0.112527,364.637,175.372
9514,1.62002,52.9835,0.112527,364.637,175.372
9515,1.62002,52.9835,0.112527,364.637,175.372
9516,1.62002,52.9835,0.112527,364.637,175.372
9517,1.6205,53.9865,0.112318,380.931,173.977
9518,1.6205,53.9865,0.112318,380.931,173.977
9519,1.6205,53.9865,0.112318,380.931,173.977
9520,1.62406,52.3631,0.116478,368.682,173.005
9521,1.62406,52.3631,0.116478,368.682,173.005
9522,1.62406,52.3631,0.116478,368.682,173.005
9523,1.62406,52.3631,0.116478,368.682,173.005
9524,1.62406,52.3631,0.116478,368.682,173.005
9525,1.62406,52.3631,0.116478,368.682,173.005
9526,1.55486,52.2109,0.120352,377.614,173.334
9527,1.55486,52.2109,0.120352,377.614,173.334
9528,1.55486,52.2109,0.120352,377.614,173.334
9529,1.55486,52.2109,0.120352,377.614,173.334
9530,1.60946,52.2496,0.114759,375.173,174.217
9531,1.60946,52.2496,0.114759,375.173,174.217
9532,1.60946,52.2496,0.114759,375.173,174.217
9533,1.60946,52.2496,0.114759,375.173,174.217
9534,1.60946,52.2496,0.114759,375.173,174.217
9535,1.60946,52.2496,0.114759,375.173,174.217
9536,1.60946,52.2496,0.114759,375.173,174.217
9537,1.60946,52.2496,0.114759,375.173,174.217
9538,1.60946,52.2496,0.114759,375.173,174.217
9539,1.60946,52.2496,0.114759,375.173,174.217
9540,1.60946,52.2496,0.114759,375.173,174.217
9541,1.60946,52.2496,0.114759,375.173,174.217
9542,1.61117,52.2207,0.114859,384.939,173.761
9543,1.62443,52.9438,0.117724,388.926,172.143
9544,1.62443,52.9438,0.117724,388.926,172.143
9545,1.62443,52.9438,0.117724,388.926,172.143
9546,1.56461,52.1281,0.119271,377.326,173.008
9547,1.56461,52.1281,0.119271,377.326,173.008
9548,1.56461,52.1281,0.119271,377.326,173.008
9549,1.56461,52.1281,0.119271,377.326,173.008
9550,1.56461,52.1281,0.119271,377.326,173.008
9551,1.56461,52.1281,0.119271,377.326,173.008
9552,1.56461,52.1281,0.119271,377.326,173.008
9553,1.56461,52.1281,0.119271,377.326,173.008
9554,1.56461,52.1281,0.119271,377.326,173.008
9555,1.56461,52.1281,0.119271,377.326,173.008
9556,1.56461,52.1281,0.119271,377.326,173.008
9557,1.56461,52.1281,0.119271,377.326,173.008
9558,1.56461,52.1281,0.119271,377.326,173.008
9559,1.56461,52.1281,0.119271,377.326,173.008
9560,1.56461,52.1281,0.119271,377.326,173.008
9561,1.56461,52.1281,0.119271,377.326,173.008
9562,1.56461,52.1281,0.119271,377.326,173.008
9563,1.56461,52.1281,0.119271,377.326,173.008
9564,1.56461,52.1281,0.119271,377.326,173.008
9565,1.56461,52.1281,0.119271,377.326,173.008
9566,1.56461,52.1281,0.119271,377.326,173.008
9567,1.56461,52.1281,0.119271,377.326,173.008
9568,1.56461,52.1281,0.119271,377.326,173.008
9569,1.56461,52.1281,0.119271,377.326,173.008
9570,1.55206,50.5909,0.124844,376.421,176.606
9571,1.55206,50.5909,0.124844,376.421,176.606
9572,1.55206,50.5909,0.124844,376.421,176.606
9573,1.55206,50.5909,0.124844,376.421,176.606
9574,1.55793,48.9265,0.118478,374.313,176.221
9575,1.54886,48.5255,0.12184,394.49,173.209
9576,1.54886,48.5255,0.12184,394.49,173.209
9577,1.54886,48.5255,0.12184,394.49,173.209
9578,1.54886,48.5255,0.12184,394.49,173.209
9579,1.54886,48.5255,0.12184,394.49,173.209
9580,1.54886,48.5255,0.12184,394.49,173.209
9581,1.54886,48.5255,0.12184,394.49,173.209
9582,1.54886,48.5255,0.12184,394.49,173.209
9583,1.54886,48.5255,0.12184,394.49,173.209
9584,1.54886,48.5255,0.12184,394.49,173.209
9585,1.54886,48.5255,0.12184,394.49,173.209
9586,1.49172,47.7267,0.12376,382.571,174.633
9587,1.53839,47.5254,0.123471,396.01,173.766
9588,1.53839,47.5254,0.123471,396.01,173.766
9589,1.53839,47.5254,0.123471,396.01,173.766
9590,1.59345,48.0818,0.12191,386.949,173.327
9591,1.59345,48.0818,0.12191,386.949,173.327
9592,1.59345,48.0818,0.12191,386.949,173.327
9593,1.59345,48.0818,0.12191,386.949,173.327
9594,1.62196,48.261,0.121424,395.807,172.655
9595,1.62255,46.6887,0.123552,386.29,173.738
9596,1.62255,46.6887,0.123552,386.29,173.738
9597,1.72568,47.1534,0.120089,388.675,173.204
9598,1.72568,47.1534,0.120089,388.675,173.204
9599,1.72568,47.1534,0.120089,388.675,173.204
9600,1.72568,47.1534,0.120089,388.675,173.204
9601,1.72568,47.1534,0.120089,388.675,173.204
9602,1.72568,47.1534,0.120089,388.675,173.204
9603,1.72568,47.1534,0.120089,388.675,173.204
9604,1.72568,47.1534,0.120089,388.675,173.204
9605,1.72568,47.1534,0.120089,388.675,173.204
9606,1.72568,47.1534,0.120089,388.675,173.204
9607,1.72568,47.1534,0.120089,388.675,173.204
9608,1.72568,47.1534,0.120089,388.675,173.204
9609,1.72568,47.1534,0.120089,388.675,173.204
9610,1.64801,48.2937,0.120251,407.892,172.235
9611,1.62504,47.686,0.121811,414.342,172.323
9612,1.62504,47.686,0.121811,414.342,172.323
9613,1.62504,47.686,0.121811,414.342,172.323
9614,1.62504,47.686,0.121811,414.342,172.323
9615,1.62504,47.686,0.121811,414.342,172.323
9616,1.62504,47.686,0.121811,414.342,172.323
9617,1.62504,47.686,0.121811,414.342,172.323
9618,1.64091,47.8022,0.120861,400.47,172.731
9619,1.68093,49.6631,0.124476,398.65,179.621
9620,1.75155,49.105,0.124739,401.861,182.727
9621,1.75155,49.105,0.124739,401.861,182.727
9622,1.72234,47.4058,0.121134,420.497,172.262
9623,1.72705,47.5488,0.120695,417.052,172.172
9624,1.72705,47.5488,0.120695,417.052,172.172
9625,1.72705,47.5488,0.120695,417.052,172.172
9626,1.72901,48.0828,0.113108,406.683,178.87
9627,1.74411,48.6667,0.118884,416.108,171.507
9628,1.74411,48.6667,0.118884,416.108,171.507
9629,1.74411,48.6667,0.118884,416.108,171.507
9630,1.74411,48.6667,0.118884,416.108,171.507
9631,1.74411,48.6667,0.118884,416.108,171.507
9632,1.74411,48.6667,0.118884,416.108,171.507
9633,1.74411,48.6667,0.118884,416.108,171.507
9634,1.74411,48.6667,0.118884,416.108,171.507
9635,1.74411,48.6667,0.118884,416.108,171.507
9636,1.74411,48.6667,0.118884,416.108,171.507
9637,1.74411,48.6667,0.118884,416.108,171.507
9638,1.74411,48.6667,0.118884,416.108,171.507
9639,1.74411,48.6667,0.118884,416.108,171.507
9640,1.7327,49.4167,0.118693,431.153,171.447
9641,1.7327,49.4167,0.118693,431.153,171.447
9642,1.7327,49.4167,0.118693,431.153,171.447
9643,1.7327,49.4167,0.118693,431.153,171.447
9644,1.7327,49.4167,0.118693,431.153,171.447
9645,1.7327,49.4167,0.118693,431.153,171.447
9646,1.7327,49.4167,0.118693,431.153,171.447
9647,1.7327,49.4167,0.118693,431.153,171.447
9648,1.7327,49.4167,0.118693,431.153,171.447
9649,1.7327,49.4167,0.118693,431.153,171.447
9650,1.7327,49.4167,0.118693,431.153,171.447
9651,1.7327,49.4167,0.118693,431.153,171.447
9652,1.7327,49.4167,0.118693,431.153,171.447
9653,1.7327,49.4167,0.118693,431.153,171.447
9654,1.7327,49.4167,0.118693,431.153,171.447
9655,1.7327,49.4167,0.118693,431.153,171.447
9656,1.7327,49.4167,0.118693,431.153,171.447
9657,1.62712,50.9918,0.122715,425.555,175.528
9658,1.62712,50.9918,0.122715,425.555,175.528
9659,1.62712,50.9918,0.122715,425.555,175.528
9660,1.62729,49.9264,0.117925,409.271,172.509
9661,1.59955,50.5735,0.119408,390.527,172.33
9662,1.59955,50.5735,0.119408,390.527,172.33
9663,1.62052,50.1116,0.118125,391.384,172.845
9664,1.62052,50.1116,0.118125,391.384,172.845
9665,1.55927,50.2112,0.118207,404.412,173.418
9666,1.55927,50.2112,0.118207,404.412,173.418
9667,1.55927,50.2112,0.118207,404.412,173.418
9668,1.55927,50.2112,0.118207,404.412,173.418
9669,1.55927,50.2112,0.118207,404.412,173.418
9670,1.55927,50.2112,0.118207,404.412,173.418
9671,1.55927,50.2112,0.118207,404.412,173.418
9672,1.55927,50.2112,0.118207,404.412,173.418
9673,1.55927,50.2112,0.118207,404.412,173.418
9674,1.55927,50.2112,0.118207,404.412,173.418
9675,1.55927,50.2112,0.118207,404.412,173.418
9676,1.55927,50.2112,0.118207,404.412,173.418
9677,1.55927,50.2112,0.118207,404.412,173.418
9678,1.55927,50.2112,0.118207,404.412,173.418
9679,1.55927,50.2112,0.118207,404.412,173.418
9680,1.57239,51.3355,0.11888,416.434,171.695
9681,1.57239,51.3355,0.11888,416.434,171.695
9682,1.57239,51.3355,0.11888,416.434,171.695
9683,1.57239,51.3355,0.11888,416.434,171.695
9684,1.57239,51.3355,0.11888,416.434,171.695
9685,1.57239,51.3355,0.11888,416.434,171.695
9686,1.57239,51.3355,0.11888,416.434,171.695
9687,1.57239,51.3355,0.11888,416.434,171.695
9688,1.57239,51.3355,0.11888,416.434,171.695
9689,1.57943,51.0244,0.115736,413.532,174.319
9690,1.57943,51.0244,0.115736,413.532,174.319
9691,1.57943,51.0244,0.115736,413.532,174.319
9692,1.55383,49.0603,0.119842,426.082,172.79
9693,1.55383,49.0603,0.119842,426.082,172.79
9694,1.55383,49.0603,0.119842,426.082,172.79
9695,1.52447,47.7847,0.1228,419.026,173.097
9696,1.48692,48.9905,0.124507,417.883,172.06
9697,1.45493,49.386,0.12692,400.273,173.87
9698,1.57957,49.0997,0.126051,399.39,175.936
9699,1.62825,49.5363,0.123894,408.105,175.141
9700,1.62825,49.5363,0.123894,408.105,175.141
9701,1.62825,49.5363,0.123894,408.105,175.141
9702,1.65249,49.9309,0.122489,423.331,174.295
9703,1.62555,50.9041,0.117684,409.67,172.002
9704,1.5625,52.8932,0.116001,402.179,172.176
9705,1.58494,51.7953,0.120036,415.417,172.139
9706,1.6544,51.97,0.117146,414.163,171.667
9707,1.61935,51.6805,0.119009,402.611,172.139
9708,1.61935,51.6805,0.119009,402.611,172.139
9709,1.61935,51.6805,0.119009,402.611,172.139
9710,1.61935,51.6805,0.119009,402.611,172.139
9711,1.61935,51.6805,0.119009,402.611,172.139
9712,1.61935,51.6805,0.119009,402.611,172.139
9713,1.61935,51.6805,0.119009,402.611,172.139
9714,1.61935,51.6805,0.119009,402.611,172.139
9715,1.61935,51.6805,0.119009,402.611,172.139
9716,1.61206,51.0478,0.122733,391.522,175.954
9717,1.61206,51.0478,0.122733,391.522,175.954
9718,1.6187,51.6439,0.122301,390.482,176.313
9719,1.6187,51.6439,0.122301,390.482,176.313
9720,1.66561,53.2292,0.118159,383.088,174.123
9721,1.63994,53.5077,0.118251,388.24,174.081
9722,1.63994,53.5077,0.118251,388.24,174.081
9723,1.63994,53.5077,0.118251,388.24,174.081
9724,1.63994,53.5077,0.118251,388.24,174.081
9725,1.63994,53.5077,0.118251,388.24,174.081
9726,1.60432,52.6166,0.116302,406.419,171.696
9727,1.60432,52.6166,0.116302,406.419,171.696
9728,1.60432,52.6166,0.116302,406.419,171.696
9729,1.59446,55.0981,0.111236,411.556,173.665
9730,1.59446,55.0981,0.111236,411.556,173.665
9731,1.59446,55.0981,0.111236,411.556,173.665
9732,1.59446,55.0981,0.111236,411.556,173.665
9733,1.62036,56.6627,0.110318,412.005,171.808
9734,1.62036,56.6627,0.110318,412.005,171.808
9735,1.62296,57.0605,0.115394,401.337,172.484
9736,1.61534,56.9026,0.113775,390.997,171.112
9737,1.61534,56.9026,0.113775,390.997,171.112
9738,1.61534,56.9026,0.113775,390.997,171.112
9739,1.61534,56.9026,0.113775,390.997,171.112
9740,1.58848,56.6311,0.113964,390.667,170.956
9741,1.58848,56.6311,0.113964,390.667,170.956
9742,1.66557,55.3487,0.112624,395.366,171.161
9743,1.66557,55.3487,0.112624,395.366,171.161
9744,1.66557,55.3487,0.112624,395.366,171.161
9745,1.68084,55.1317,0.112355,396.295,171.149
9746,1.68084,55.1317,0.112355,396.295,171.149
9747,1.68084,55.1317,0.112355,396.295,171.149
9748,1.68084,55.1317,0.112355,396.295,171.149
9749,1.68084,55.1317,0.112355,396.295,171.149
9750,1.68084,55.1317,0.112355,396.295,171.149
9751,1.68084,55.1317,0.112355,396.295,171.149
9752,1.68084,55.1317,0.112355,396.295,171.149
9753,1.68084,55.1317,0.112355,396.295,171.149
9754,1.68084,55.1317,0.112355,396.295,171.149
9755,1.68084,55.1317,0.112355,396.295,171.149
9756,1.66348,53.5215,0.115287,393.438,172.155
9757,1.66348,53.5215,0.115287,393.438,172.155
9758,1.69904,55.4115,0.114165,408.039,171.45
9759,1.69904,55.4115,0.114165,408.039,171.45
9760,1.76036,56.4365,0.109786,401.09,170.391
9761,1.76036,56.4365,0.109786,401.09,170.391
9762,1.76036,56.4365,0.109786,401.09,170.391
9763,1.76036,56.4365,0.109786,401.09,170.391
9764,1.76036,56.4365,0.109786,401.09,170.391
9765,1.76036,56.4365,0.109786,401.09,170.391
9766,1.76036,56.4365,0.109786,401.09,170.391
9767,1.76036,56.4365,0.109786,401.09,170.391
9768,1.76036,56.4365,0.109786,401.09,170.391
9769,1.76036,56.4365,0.109786,401.09,170.391
9770,1.76312,55.0725,0.108036,407.752,172.826
9771,1.7645,55.9905,0.108191,408.312,171.641
9772,1.7645,55.9905,0.108191,408.312,171.641
9773,1.7645,55.9905,0.108191,408.312,171.641
9774,1.7645,55.9905,0.108191,408.312,171.641
9775,1.75746,53.5472,0.113757,383.226,172.412
9776,1.75746,53.5472,0.113757,383.226,172.412
9777,1.75839,52.5454,0.112536,363.493,172.857
9778,1.75839,52.5454,0.112536,363.493,172.857
9779,1.75839,52.5454,0.112536,363.493,172.857
9780,1.75839,52.5454,0.112536,363.493,172.857
9781,1.75839,52.5454,0.112536,363.493,172.857
9782,1.75839,52.5454,0.112536,363.493,172.857
9783,1.75839,52.5454,0.112536,363.493,172.857
9784,1.75839,52.5454,0.112536,363.493,172.857
9785,1.78701,52.1039,0.116232,358.214,174.449
9786,1.83494,51.831,0.112715,359.59,172.806
9787,1.83494,51.831,0.112715,359.59,172.806
9788,1.83494,51.831,0.112715,359.59,172.806
9789,1.83494,51.831,0.112715,359.59,172.806
9790,1.83494,51.831,0.112715,359.59,172.806
9791,1.83494,51.831,0.112715,359.59,172.806
9792,1.92456,52.3254,0.108718,358.839,173.233
9793,1.92456,52.3254,0.108718,358.839,173.233
9794,1.92456,52.3254,0.108718,358.839,173.233
9795,1.92456,52.3254,0.108718,358.839,173.233
9796,1.92456,52.3254,0.108718,358.839,173.233
9797,1.92456,52.3254,0.108718,358.839,173.233
9798,1.92456,52.3254,0.108718,358.839,173.233
9799,1.92456,52.3254,0.108718,358.839,173.233
9800,1.93742,52.8152,0.107861,368.029,172.446
9801,1.93742,52.8152,0.107861,368.029,172.446
9802,1.93742,52.8152,0.107861,368.029,172.446
9803,1.93742,52.8152,0.107861,368.029,172.446
9804,1.93742,52.8152,0.107861,368.029,172.446
9805,1.93742,52.8152,0.107861,368.029,172.446
9806,1.93742,52.8152,0.107861,368.029,172.446
9807,1.93742,52.8152,0.107861,368.029,172.446
9808,1.93742,52.8152,0.107861,368.029,172.446
9809,1.93742,52.8152,0.107861,368.029,172.446
9810,1.93742,52.8152,0.107861,368.029,172.446
9811,1.93742,52.8152,0.107861,368.029,172.446
9812,1.93742,52.8152,0.107861,368.029,172.446
9813,1.91796,54.4379,0.108428,384.644,170.52
9814,1.91796,54.4379,0.108428,384.644,170.52
9815,1.91796,54.4379,0.108428,384.644,170.52
9816,1.91796,54.4379,0.108428,384.644,170.52
9817,1.91796,54.4379,0.108428,384.644,170.52
9818,1.91796,54.4379,0.108428,384.644,170.52
9819,1.95158,55.3747,0.105419,396.016,171.417
9820,1.95158,55.3747,0.105419,396.016,171.417
9821,1.95158,55.3747,0.105419,396.016,171.417
9822,1.95158,55.3747,0.105419,396.016,171.417
9823,1.95158,55.3747,0.105419,396.016,171.417
9824,1.88745,54.3793,0.108837,398.646,170.398
9825,1.88745,54.3793,0.108837,398.646,170.398
9826,1.88745,54.3793,0.108837,398.646,170.398
9827,1.88745,54.3793,0.108837,398.646,170.398
9828,1.88745,54.3793,0.108837,398.646,170.398
9829,1.88745,54.3793,0.108837,398.646,170.398
9830,1.88745,54.3793,0.108837,398.646,170.398
9831,1.88745,54.3793,0.108837,398.646,170.398
9832,1.88745,54.3793,0.108837,398.646,170.398
9833,1.88745,54.3793,0.108837,398.646,170.398
